source_row_index,ene_smiles,diene_smiles,prod_smiles,key_atom_mapping,ene_part,diene_part,rxn_smiles,ene_id,diene_id,prod_id,G_T_ene,G_T_diene,H_T_ts,G_T_ts,H_T_prod,G_T_prod,G_T_rxn,G_T_activate,G_T_activate - G_T_rxn,reaction_id
2811,CO/C=C/OC,c1cnon1,CO[C@H]1[C@H](OC)N2C=CN1O2,"{'1': 2, '2': 3, '5': 14, '4': 15, '3': 16, '6': 18}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20]",[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9].[c:15]1([H:20])[c:16]([H:21])[n:17][o:18][n:19]1>>[C:1]([O:2][C@@:3]1([H:10])[C@@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[N:17]2[C:16]([H:21])=[C:15]([H:20])[N:19]1[O:18]2)([H:7])([H:8])[H:9],13410577,4994469,1,-192852.886387337,-164303.454938932,-357074.1106022593,-357103.9053795973,-357092.5706759673,-357121.7486114923,34.59271477672155,52.43594667172874,17.843231895007193,rxn-00002811
2814,CO/C=C/OC,c1nnco1,CO[C@@H]1[C@@H](OC)[C@H]2N=N[C@@H]1O2,"{'1': 2, '2': 3, '3': 14, '4': 15, '5': 16, '6': 17}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20]",[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9].[c:15]1([H:20])[n:16][n:17][c:18]([H:21])[o:19]1>>[C:1]([O:2][C@:3]1([H:10])[C@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[C@:15]2([H:20])[N:16]=[N:17][C@@:18]1([H:21])[O:19]2)([H:7])([H:8])[H:9],13410577,5048701,0,-192852.886387337,-164334.7231085151,-357119.6062941478,-357149.8271504188,-357145.2814717887,-357174.5447486021,13.064747250027722,37.78234543334111,24.717598183313385,rxn-00002814
2815,CO/C=C/OC,c1nnco1,CO[C@H]1[C@H](OC)[C@H]2N=N[C@@H]1O2,"{'1': 2, '2': 3, '3': 14, '4': 15, '5': 16, '6': 17}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20]",[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9].[c:15]1([H:20])[n:16][n:17][c:18]([H:21])[o:19]1>>[C:1]([O:2][C@@:3]1([H:10])[C@@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[C@:15]2([H:20])[N:16]=[N:17][C@@:18]1([H:21])[O:19]2)([H:7])([H:8])[H:9],13410577,5048701,1,-192852.886387337,-164334.7231085151,-357119.6062941478,-357149.8271504188,-357145.2814717887,-357174.5447486021,13.064747250027722,37.78234543334111,24.717598183313385,rxn-00002815
2816,CO/C=C/OC,C/C(=C\C=C(/C)C(=O)O)C(=O)O,CO[C@@H]1[C@@H](OC)[C@@](C)(C(=O)O)C=C[C@@]1(C)C(=O)O,"{'1': 2, '2': 3, '3': 15, '4': 16, '5': 17, '6': 18}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",[C:15](/[C:16](=[C:17]([C:18](=[C:19](/[C:20]([H:32])([H:33])[H:34])[C:21](=[O:22])[O:23][H:35])\[H:31])/[H:30])[C:24](=[O:25])[O:26][H:36])([H:27])([H:28])[H:29].[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@:3]1([H:10])[C@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[C@:16]([C:15]([H:27])([H:28])[H:29])([C:24](=[O:25])[O:26][H:36])[C:17]([H:30])=[C:18]([H:31])[C@:19]1([C:20]([H:32])([H:33])[H:34])[C:21](=[O:22])[O:23][H:35])([H:7])([H:8])[H:9],13410577,5183621,0,-192852.886387337,-383560.2526218671,-576326.3531939221,-576369.4003438429,-576386.6273614344,-576428.2776752658,-15.13866606168449,43.738665361190215,58.877331422874704,rxn-00002816
2817,CO/C=C/OC,C/C(=C\C=C(/C)C(=O)O)C(=O)O,CO[C@H]1[C@H](OC)[C@@](C)(C(=O)O)C=C[C@@]1(C)C(=O)O,"{'1': 2, '2': 3, '3': 15, '4': 16, '5': 17, '6': 18}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",[C:15](/[C:16](=[C:17]([C:18](=[C:19](/[C:20]([H:32])([H:33])[H:34])[C:21](=[O:22])[O:23][H:35])\[H:31])/[H:30])[C:24](=[O:25])[O:26][H:36])([H:27])([H:28])[H:29].[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@@:3]1([H:10])[C@@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[C@:16]([C:15]([H:27])([H:28])[H:29])([C:24](=[O:25])[O:26][H:36])[C:17]([H:30])=[C:18]([H:31])[C@:19]1([C:20]([H:32])([H:33])[H:34])[C:21](=[O:22])[O:23][H:35])([H:7])([H:8])[H:9],13410577,5183621,1,-192852.886387337,-383560.2526218671,-576327.2812804343,-576370.0140481086,-576386.6273614344,-576428.2776752658,-15.13866606168449,43.124961095512845,58.26362715719733,rxn-00002817
2818,CO/C=C/OC,CC(C)/C=N/N=C/C(C)C,CO[C@@H]1[C@@H](OC)[C@H](C(C)C)N=N[C@@H]1C(C)C,"{'1': 2, '2': 3, '3': 17, '4': 18, '5': 19, '6': 20}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",[C:15]([C:16]([C:17]([H:29])([H:30])[H:31])(/[C:18](=[N:19]/[N:20]=[C:21](/[C:22]([C:23]([H:35])([H:36])[H:37])([C:24]([H:38])([H:39])[H:40])[H:34])[H:33])[H:32])[H:28])([H:25])([H:26])[H:27].[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@:3]1([H:10])[C@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[C@:18]([C:16]([C:15]([H:25])([H:26])[H:27])([C:17]([H:29])([H:30])[H:31])[H:28])([H:32])[N:19]=[N:20][C@:21]1([C:22]([C:23]([H:35])([H:36])[H:37])([C:24]([H:38])([H:39])[H:40])[H:34])[H:33])([H:7])([H:8])[H:9],13410577,5452594,0,-192852.886387337,-265742.9342100702,-458515.5056598219,-458558.1210832245,-458562.1716568796,-458603.0338188116,-7.213221404410433,37.69951418269193,44.91273558710236,rxn-00002818
2819,CO/C=C/OC,CC(C)/C=N/N=C/C(C)C,CO[C@H]1[C@H](OC)[C@H](C(C)C)N=N[C@@H]1C(C)C,"{'1': 2, '2': 3, '3': 17, '4': 18, '5': 19, '6': 20}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",[C:15]([C:16]([C:17]([H:29])([H:30])[H:31])(/[C:18](=[N:19]/[N:20]=[C:21](/[C:22]([C:23]([H:35])([H:36])[H:37])([C:24]([H:38])([H:39])[H:40])[H:34])[H:33])[H:32])[H:28])([H:25])([H:26])[H:27].[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@@:3]1([H:10])[C@@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[C@:18]([C:16]([C:15]([H:25])([H:26])[H:27])([C:17]([H:29])([H:30])[H:31])[H:28])([H:32])[N:19]=[N:20][C@:21]1([C:22]([C:23]([H:35])([H:36])[H:37])([C:24]([H:38])([H:39])[H:40])[H:34])[H:33])([H:7])([H:8])[H:9],13410577,5452594,1,-192852.886387337,-265742.9342100702,-458515.5056598219,-458558.1198282055,-458561.7123199445,-458602.9892656389,-7.168668231752235,37.70076920167776,44.86943743343,rxn-00002819
2820,CO/C=C/OC,O/N=C\C=N\O,CO[C@@H]1[C@@H](OC)N(O)C=CN1O,"{'1': 2, '2': 3, '3': 15, '4': 16, '5': 17, '6': 18}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9].[O:15](/[N:16]=[C:17]([C:18](=[N:19]\[O:20][H:24])\[H:23])/[H:22])[H:21]>>[C:1]([O:2][C@:3]1([H:10])[C@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[N:16]([O:15][H:21])[C:17]([H:22])=[C:18]([H:23])[N:19]1[O:20][H:24])([H:7])([H:8])[H:9],13410577,6184829,0,-192852.886387337,-212196.1445395375,-404977.1528541679,-405010.6355046849,-405018.6406430455,-405052.1609441311,-3.130017256597057,38.39542218961287,41.52543944620993,rxn-00002820
2821,CO/C=C/OC,O/N=C\C=N\O,CO[C@H]1[C@H](OC)N(O)C=CN1O,"{'1': 2, '2': 3, '3': 15, '4': 16, '5': 17, '6': 18}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9].[O:15](/[N:16]=[C:17]([C:18](=[N:19]\[O:20][H:24])\[H:23])/[H:22])[H:21]>>[C:1]([O:2][C@@:3]1([H:10])[C@@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[N:16]([O:15][H:21])[C:17]([H:22])=[C:18]([H:23])[N:19]1[O:20][H:24])([H:7])([H:8])[H:9],13410577,6184829,1,-192852.886387337,-212196.1445395375,-404979.170297127,-405012.3793535134,-405021.4148624304,-405053.78493865,-4.754011775483377,36.651573361072224,41.4055851365556,rxn-00002821
2824,CO/C=C/OC,CC(=N/O)/C(C)=N/O,CO[C@@H]1[C@@H](OC)N(O)C(C)=C(C)N1O,"{'1': 2, '2': 3, '4': 15, '3': 16, '5': 18, '6': 20}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",[C:15]([C:16](=[N:17]/[O:18][H:26])/[C:19]([C:20]([H:27])([H:28])[H:29])=[N:21]/[O:22][H:30])([H:23])([H:24])[H:25].[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@:3]1([H:10])[C@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[N:17]([O:18][H:26])[C:16]([C:15]([H:23])([H:24])[H:25])=[C:19]([C:20]([H:27])([H:28])[H:29])[N:21]1[O:22][H:30])([H:7])([H:8])[H:9],13410577,12358611,0,-192852.886387337,-261481.0479946214,-454255.2955221782,-454293.1249308222,-454307.0104604642,-454343.4480530946,-9.513671136228368,40.80945113621419,50.32312227244256,rxn-00002824
2825,CO/C=C/OC,CC(=N/O)/C(C)=N/O,CO[C@H]1[C@H](OC)N(O)C(C)=C(C)N1O,"{'1': 2, '2': 3, '4': 15, '3': 16, '5': 18, '6': 20}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",[C:15]([C:16](=[N:17]/[O:18][H:26])/[C:19]([C:20]([H:27])([H:28])[H:29])=[N:21]/[O:22][H:30])([H:23])([H:24])[H:25].[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@@:3]1([H:10])[C@@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[N:17]([O:18][H:26])[C:16]([C:15]([H:23])([H:24])[H:25])=[C:19]([C:20]([H:27])([H:28])[H:29])[N:21]1[O:22][H:30])([H:7])([H:8])[H:9],13410577,12358611,1,-192852.886387337,-261481.0479946214,-454255.2955221782,-454293.1312059169,-454298.1807746547,-454336.1049372291,-2.1705552706844173,40.80317604145967,42.97373131214408,rxn-00002825
2828,CO/C=C/OC,Cc1oc(C)c2c1OCCO2,CO[C@@H]1[C@@H](OC)[C@]2(C)O[C@@]1(C)C1=C2OCCO1,"{'1': 2, '2': 3, '3': 15, '6': 17, '5': 19, '4': 20}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]",[C:15]([c:16]1[o:17][c:18]([C:19]([H:29])([H:30])[H:31])[c:20]2[c:21]1[O:22][C:23]([H:32])([H:33])[C:24]([H:34])([H:35])[O:25]2)([H:26])([H:27])[H:28].[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@:3]1([H:10])[C@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[C@@:16]2([C:15]([H:26])([H:27])[H:28])[O:17][C@:18]1([C:19]([H:29])([H:30])[H:31])[C:20]1=[C:21]2[O:22][C:23]([H:32])([H:33])[C:24]([H:34])([H:35])[O:25]1)([H:7])([H:8])[H:9],13410577,13610655,0,-192852.886387337,-336348.0857507124,-529131.6932095845,-529170.1156146813,-529162.1167514154,-529199.7579072171,1.2142308322363533,30.85652336810017,29.642292535863817,rxn-00002828
2829,CO/C=C/OC,Cc1oc(C)c2c1OCCO2,CO[C@H]1[C@H](OC)[C@]2(C)O[C@@]1(C)C1=C2OCCO1,"{'1': 2, '2': 3, '3': 15, '6': 17, '5': 19, '4': 20}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]",[C:15]([c:16]1[o:17][c:18]([C:19]([H:29])([H:30])[H:31])[c:20]2[c:21]1[O:22][C:23]([H:32])([H:33])[C:24]([H:34])([H:35])[O:25]2)([H:26])([H:27])[H:28].[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@@:3]1([H:10])[C@@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[C@@:16]2([C:15]([H:26])([H:27])[H:28])[O:17][C@:18]1([C:19]([H:29])([H:30])[H:31])[C:20]1=[C:21]2[O:22][C:23]([H:32])([H:33])[C:24]([H:34])([H:35])[O:25]1)([H:7])([H:8])[H:9],13410577,13610655,1,-192852.886387337,-336348.0857507124,-529131.1761417778,-529170.1149871718,-529162.1167514154,-529199.7579072171,1.2142308322363533,30.85715087753488,29.642920045298524,rxn-00002829
2830,CO/C=C/OC,Cc1oc(C)c2c1OCCCO2,CO[C@@H]1[C@@H](OC)[C@]2(C)O[C@@]1(C)C1=C2OCCCO1,"{'1': 2, '2': 3, '3': 15, '6': 17, '5': 19, '4': 20}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",[C:15]([c:16]1[o:17][c:18]([C:19]([H:30])([H:31])[H:32])[c:20]2[c:21]1[O:22][C:23]([H:33])([H:34])[C:24]([H:35])([H:36])[C:25]([H:37])([H:38])[O:26]2)([H:27])([H:28])[H:29].[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@:3]1([H:10])[C@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[C@@:16]2([C:15]([H:27])([H:28])[H:29])[O:17][C@:18]1([C:19]([H:30])([H:31])[H:32])[C:20]1=[C:21]2[O:22][C:23]([H:33])([H:34])[C:24]([H:35])([H:36])[C:25]([H:37])([H:38])[O:26]1)([H:7])([H:8])[H:9],13410577,13610661,0,-192852.886387337,-360988.8824220166,-553770.1053448871,-553810.6342992884,-553802.310386115,-553841.9639648,-0.1951554464176297,31.13451006519608,31.32966551161371,rxn-00002830
2831,CO/C=C/OC,Cc1oc(C)c2c1OCCCO2,CO[C@H]1[C@H](OC)[C@]2(C)O[C@@]1(C)C1=C2OCCCO1,"{'1': 2, '2': 3, '3': 15, '6': 17, '5': 19, '4': 20}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",[C:15]([c:16]1[o:17][c:18]([C:19]([H:30])([H:31])[H:32])[c:20]2[c:21]1[O:22][C:23]([H:33])([H:34])[C:24]([H:35])([H:36])[C:25]([H:37])([H:38])[O:26]2)([H:27])([H:28])[H:29].[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@@:3]1([H:10])[C@@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[C@@:16]2([C:15]([H:27])([H:28])[H:29])[O:17][C@:18]1([C:19]([H:30])([H:31])[H:32])[C:20]1=[C:21]2[O:22][C:23]([H:33])([H:34])[C:24]([H:35])([H:36])[C:25]([H:37])([H:38])[O:26]1)([H:7])([H:8])[H:9],13410577,13610661,1,-192852.886387337,-360988.8824220166,-553770.1053448871,-553810.6342992884,-553802.310386115,-553841.9639648,-0.1951554464176297,31.13451006519608,31.32966551161371,rxn-00002831
2842,CO/C=C/OC,N/N=C/C=N/N,CO[C@@H]1[C@@H](OC)N(N)C=CN1N,"{'1': 2, '2': 3, '3': 15, '4': 16, '5': 17, '6': 18}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9].[N:15](/[N:16]=[C:17]([C:18](=[N:19]/[N:20]([H:25])[H:26])/[H:24])\[H:23])([H:21])[H:22]>>[C:1]([O:2][C@:3]1([H:10])[C@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[N:16]([N:15]([H:21])[H:22])[C:17]([H:23])=[C:18]([H:24])[N:19]1[N:20]([H:25])[H:26])([H:7])([H:8])[H:9],13410577,18022367,0,-192852.886387337,-187295.0738811478,-380073.5407824083,-380107.4990851067,-380119.5748774256,-380152.5178697949,-4.557601310109021,40.461183378094574,45.0187846882036,rxn-00002842
2843,CO/C=C/OC,N/N=C/C=N/N,CO[C@H]1[C@H](OC)N(N)C=CN1N,"{'1': 2, '2': 3, '3': 15, '4': 16, '5': 17, '6': 18}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9].[N:15](/[N:16]=[C:17]([C:18](=[N:19]/[N:20]([H:25])[H:26])/[H:24])\[H:23])([H:21])[H:22]>>[C:1]([O:2][C@@:3]1([H:10])[C@@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[N:16]([N:15]([H:21])[H:22])[C:17]([H:23])=[C:18]([H:24])[N:19]1[N:20]([H:25])[H:26])([H:7])([H:8])[H:9],13410577,18022367,1,-192852.886387337,-187295.0738811478,-380070.498616478,-380104.1362618352,-380119.5748774256,-380152.5172422854,-4.556973800616106,43.82400664957822,48.38098045019433,rxn-00002843
2844,CO/C=C/OC,O/N=C/C=N/O,CO[C@@H]1[C@@H](OC)N(O)C=CN1O,"{'1': 2, '2': 3, '3': 15, '4': 16, '5': 17, '6': 18}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9].[O:15](/[N:16]=[C:17]([C:18](=[N:19]/[O:20][H:24])/[H:23])\[H:22])[H:21]>>[C:1]([O:2][C@:3]1([H:10])[C@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[N:16]([O:15][H:21])[C:17]([H:22])=[C:18]([H:23])[N:19]1[O:20][H:24])([H:7])([H:8])[H:9],13410577,18120428,0,-192852.886387337,-212196.9810096664,-404977.1528541679,-405010.6355046849,-405018.6406430455,-405052.1609441311,-2.2935471276869066,39.23189231852302,41.52543944620993,rxn-00002844
2845,CO/C=C/OC,O/N=C/C=N/O,CO[C@H]1[C@H](OC)N(O)C=CN1O,"{'1': 2, '2': 3, '3': 15, '4': 16, '5': 17, '6': 18}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9].[O:15](/[N:16]=[C:17]([C:18](=[N:19]/[O:20][H:24])/[H:23])\[H:22])[H:21]>>[C:1]([O:2][C@@:3]1([H:10])[C@@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[N:16]([O:15][H:21])[C:17]([H:22])=[C:18]([H:23])[N:19]1[O:20][H:24])([H:7])([H:8])[H:9],13410577,18120428,1,-192852.886387337,-212196.9810096664,-404979.170297127,-405012.3793535134,-405021.4148624304,-405053.78493865,-3.917541646573227,37.48804348998237,41.4055851365556,rxn-00002845
2846,CO/C=C/OC,CC(=O)O/C=C\C=C\OC(C)=O,CO[C@@H]1[C@@H](OC)[C@H](OC(C)=O)C=C[C@H]1OC(C)=O,"{'1': 2, '2': 3, '3': 18, '4': 19, '5': 20, '6': 21}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",[C:15]([C:16](=[O:17])[O:18]/[C:19](=[C:20]([C:21](=[C:22](\[O:23][C:24]([C:25]([H:34])([H:35])[H:36])=[O:26])[H:33])\[H:32])/[H:31])[H:30])([H:27])([H:28])[H:29].[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@:3]1([H:10])[C@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[C@@:19]([O:18][C:16]([C:15]([H:27])([H:28])[H:29])=[O:17])([H:30])[C:20]([H:31])=[C:21]([H:32])[C@:22]1([O:23][C:24]([C:25]([H:34])([H:35])[H:36])=[O:26])[H:33])([H:7])([H:8])[H:9],13410577,31317755,0,-192852.886387337,-383542.6854941406,-576320.9672801063,-576365.9822997376,-576370.7425866079,-576415.5869236623,-20.01504218473565,29.589581739972346,49.604623924708,rxn-00002846
2847,CO/C=C/OC,CC(=O)O/C=C\C=C\OC(C)=O,CO[C@H]1[C@H](OC)[C@H](OC(C)=O)C=C[C@H]1OC(C)=O,"{'1': 2, '2': 3, '3': 18, '4': 19, '5': 20, '6': 21}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",[C:15]([C:16](=[O:17])[O:18]/[C:19](=[C:20]([C:21](=[C:22](\[O:23][C:24]([C:25]([H:34])([H:35])[H:36])=[O:26])[H:33])\[H:32])/[H:31])[H:30])([H:27])([H:28])[H:29].[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@@:3]1([H:10])[C@@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[C@@:19]([O:18][C:16]([C:15]([H:27])([H:28])[H:29])=[O:17])([H:30])[C:20]([H:31])=[C:21]([H:32])[C@:22]1([O:23][C:24]([C:25]([H:34])([H:35])[H:36])=[O:26])[H:33])([H:7])([H:8])[H:9],13410577,31317755,1,-192852.886387337,-383542.6854941406,-576319.6978284402,-576363.917793568,-576375.2531247075,-576418.6843104264,-23.112428948748857,31.654087909613736,54.76651685836259,rxn-00002847
2848,CO/C=C/OC,CC(=O)O/C=C\C=C\OC(C)=O,CO[C@@H]1[C@@H](OC)[C@@H](OC(C)=O)C=C[C@@H]1OC(C)=O,"{'1': 2, '2': 3, '3': 18, '4': 19, '5': 20, '6': 21}","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",[C:15]([C:16](=[O:17])[O:18]/[C:19](=[C:20]([C:21](=[C:22](\[O:23][C:24]([C:25]([H:34])([H:35])[H:36])=[O:26])[H:33])\[H:32])/[H:31])[H:30])([H:27])([H:28])[H:29].[C:1]([O:2]/[C:3](=[C:4](/[O:5][C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:2][C@:3]1([H:10])[C@:4]([O:5][C:6]([H:12])([H:13])[H:14])([H:11])[C@:19]([O:18][C:16]([C:15]([H:27])([H:28])[H:29])=[O:17])([H:30])[C:20]([H:31])=[C:21]([H:32])[C@@:22]1([O:23][C:24]([C:25]([H:34])([H:35])[H:36])=[O:26])[H:33])([H:7])([H:8])[H:9],13410577,31317755,2,-192852.886387337,-383542.6854941406,-576319.6978284402,-576363.9184210775,-576371.8972040402,-576416.5878012734,-21.01591979584191,31.653460400062613,52.66938019590452,rxn-00002848
